,number,classification,timestamp,latitude,longitude,report,key_words
171,6746,Class A,1983-01-01 12:00:00+00:00,38.93333,-119.9833, Man has sighting after massive landslide on Highway 50,Man sighting massive landslide Highway 50
172,6961,Class A,1963-08-01 12:00:00+00:00,40.26639,-123.8692, Teen has daytime sighting near Myers Flat,Teen daytime sighting near Myers Flat
173,6963,Class A,1965-07-01 12:00:00+00:00,40.26639,-123.8692, Teens have unusual experience near Myers Flat,Teens unusual experience near Myers Flat
174,7334,Class A,1993-04-01 12:00:00+00:00,36.2485,-121.495, Daytime sightings by Forest Service employee near Arroyo Seco,Daytime sightings Forest Service employee near Arroyo Seco
175,7555,Class A,1977-08-01 12:00:00+00:00,40.8875,-122.3775, Two Young Fishermen Have Mid-day Encounter at Lake Shasta,Two Young Fishermen Have Mid-day Encounter Lake Shasta
176,7731,Class A,1973-10-15 12:00:00+00:00,39.92778,-122.1781, Hunting Partners Have Early Morning Roadway Sighting,Hunting Partners Have Early Morning Roadway Sighting
177,7804,Class A,2004-01-04 12:00:00+00:00,39.26361,-121.0161, Family has two late night sightings near Nevada City,Family two late night sightings near Nevada City
178,7860,Class A,1974-09-01 12:00:00+00:00,39.68833,-123.4817, Hunter has daytime sighting near Dos Rios,Hunter daytime sighting near Dos Rios
179,8059,Class A,1966-09-01 12:00:00+00:00,39.22361,-123.7675, Teenagers have sighting of two creatures near Albion,Teenagers sighting two creatures near Albion
180,8487,Class A,1972-09-15 12:00:00+00:00,37.5703,-118.972, Hiking boy has close encounter in High Sierra,Hiking boy close encounter High Sierra
181,8595,Class A,2003-09-01 12:00:00+00:00,38.72139,-120.5836, Man has early morning sighting near Sly Park,Man early morning sighting near Sly Park
182,9202,Class A,1965-07-01 12:00:00+00:00,39.205,-121.58, Man remembers childhood daytime sighting along the Feather River,Man remembers childhood daytime sighting along Feather River
183,9283,Class A,1992-07-12 12:00:00+00:00,40.465,-124.0, Early morning sighting by motorist along the Eel River,Early morning sighting motorist along Eel River
184,9296,Class A,2001-10-25 12:00:00+00:00,37.23389,-119.2119, Hunter has daytime sighting near Huntington Lake,Hunter daytime sighting near Huntington Lake
185,9357,Class A,2000-05-01 12:00:00+00:00,36.0438,-118.7402, Workers have daytime sighting on Tule River Indian Reservation,Workers daytime sighting Tule River Indian Reservation
186,9555,Class A,2004-08-16 12:00:00+00:00,39.31917,-120.3275, Retired Law Enforcement Officer Has Daytime Sighting,Retired Law Enforcement Officer Has Daytime Sighting
187,10980,Class A,2003-12-24 12:00:00+00:00,38.0312,-120.2434, Man has late night sighting near Twain Harte,Man late night sighting near Twain Harte
188,11162,Class A,2004-10-01 12:00:00+00:00,37.0,-121.7, Family has sightings and encounters in Santa Cruz mountains,Family sightings encounters Santa Cruz mountains
189,11496,Class A,1997-07-15 12:00:00+00:00,40.75,-122.1667," Lady has two Northern California sightings, over a 20year period.","Lady two Northern California sightings, 20year period."
190,11576,Class A,1988-10-15 12:00:00+00:00,40.85,-123.55, Woman has close up night sighting in car lights on Highway 299,Woman close night sighting car lights Highway 299
191,11656,Class A,2004-11-01 12:00:00+00:00,38.90333,-120.6033, Couple Has Early Evening Encounter Near Stumpy Meadow Reservoir,Couple Has Early Evening Encounter Near Stumpy Meadow Reservoir
192,11897,Class A,1991-06-28 12:00:00+00:00,36.7818,-120.201, Three young adults encounter large aggressive biped while fishing the San Joaquin River,Three young adults encounter large aggressive biped fishing San Joaquin River
193,11986,Class A,2001-03-15 12:00:00+00:00,40.7974,-122.278, Daylight sighting by guide and two tourists at Lake Shasta Caverns,Daylight sighting guide two tourists Lake Shasta Caverns
194,12247,Class A,1974-04-15 12:00:00+00:00,35.5565,-121.2919, Two teenage girls have daytime encounter on Big Sur Coast,Two teenage girls daytime encounter Big Sur Coast
195,12292,Class A,1986-06-15 12:00:00+00:00,36.3779,-121.7146, Daylight sighting by hikers in Ventana Wilderness,Daylight sighting hikers Ventana Wilderness
196,12294,Class A,1967-03-10 12:00:00+00:00,41.75,-123.35, Daylight sighting near Happy Camp,Daylight sighting near Happy Camp
197,12383,Class A,2005-08-21 12:00:00+00:00,38.3068,-119.5483, Hiking family has daytime encounter in Sierra,Hiking family daytime encounter Sierra
198,12649,Class A,1987-09-15 12:00:00+00:00,39.25396,-121.0517, Man recalls daytime sighting in a canyon outside Nevada City,Man recalls daytime sighting canyon outside Nevada City
199,12917,Class A,1979-10-25 12:00:00+00:00,41.65,-123.85, Vehicle passenger's daylight sighting near Hiouchi,Vehicle passenger's daylight sighting near Hiouchi
200,13419,Class A,2003-09-15 12:00:00+00:00,40.7485,-123.2718, Firefighter describes multiple-witness sighting during the Loma Fire,Firefighter describes multiple-witness sighting Loma Fire
201,13424,Class A,1993-12-15 12:00:00+00:00,41.75,-123.35, Trail bike rider describes being briefly chased at night near Happy Camp,Trail bike rider describes briefly chased night near Happy Camp
202,14338,Class A,1869-11-10 12:00:00+00:00,37.39555,-121.4871, Old newspaper article (Titusville Morning Herald - Pennsylvania) about sightings near Orestimba Creek in the Diablo (Devil) Mountains,Old newspaper article (Titusville Morning Herald - Pennsylvania) sightings near Orestimba Creek Diablo (Devil) Mountains
203,14407,Class A,1993-09-05 12:00:00+00:00,39.50435,-120.3784, Daylight sighting by camper 7-8 northwest of Independence Lake,Daylight sighting camper 7-8 northwest Independence Lake
204,14642,Class A,1982-08-09 12:00:00+00:00,40.6789,-122.8055, Evening road crossing sighting near Lewiston (Hwy 299),Evening road crossing sighting near Lewiston (Hwy 299)
205,15821,Class A,2005-08-20 12:00:00+00:00,38.86165,-120.2201, Backpacker's moonlit encounter near the trail from Wright's Lake to Enchanted Pools,Backpacker's moonlit encounter near trail Wright's Lake Enchanted Pools
206,15855,Class A,2006-06-17 12:00:00+00:00,37.58325,-118.9166, Daylight sighting by motorist near Laurel Canyon in the Mammoth Lakes area,Daylight sighting motorist near Laurel Canyon Mammoth Lakes area
207,16342,Class A,2006-10-21 12:00:00+00:00,41.21385,-124.0687, Possible sighting by motorist beside Highway 101 between Orick and Trinidad,Possible sighting motorist beside Highway 101 Orick Trinidad
208,18298,Class A,2007-04-18 12:00:00+00:00,40.7333,-122.6667," Man collecting pine nuts retreats from intimidation approach, above French Gulch near Lake Shasta","Man collecting pine nuts retreats intimidation approach, French Gulch near Lake Shasta"
209,20197,Class A,1980-10-11 12:00:00+00:00,38.4906,-121.7138, Nighttime sighting by motorist near Mt. Madonna Park in the Santa Cruz Mountains,Nighttime sighting motorist near Mt. Madonna Park Santa Cruz Mountains
210,21354,Class A,2007-09-11 12:00:00+00:00,41.8333,-123.1668, Multi-witness road-crossing sighting on Hwy 96 outside Happy Camp,Multi-witness road-crossing sighting Hwy 96 outside Happy Camp
211,21674,Class A,2007-10-10 12:00:00+00:00,34.6167,-118.4333, Man describes incident in teen years,Man describes incident teen years
212,22434,Class A,1998-08-03 12:00:00+00:00,41.28996,-123.056, Backpacker sighting off the PCT in the Marble Mountains Wilderness,Backpacker sighting PCT Marble Mountains Wilderness
213,22500,Class A,2007-12-15 12:00:00+00:00,39.83929,-123.2393, Paranormal investigator describes encounter near Covelo,Paranormal investigator describes encounter near Covelo
214,23768,Class A,2008-07-09 12:00:00+00:00,37.9333,-119.0," Brief, blurry video footage of a possible sasquatch at Mono Lake","Brief, blurry video footage possible sasquatch Mono Lake"
215,24146,Class A,2008-07-08 12:00:00+00:00,39.51489,-123.3899, Man Has Face to Face Encounter Outside of Willits,Man Has Face Face Encounter Outside Willits
216,24574,Class A,1993-08-13 12:00:00+00:00,38.33115,-119.7853, Man remembers seeing an animal move through a ravine near Yosemite,Man remembers seeing animal move ravine near Yosemite
217,24648,Class A,2008-09-14 12:00:00+00:00,34.625,-119.2916," Man retells his close, visual encounter at dawn on Pine Mountain as a young deer hunter","Man retells close, visual encounter dawn Pine Mountain young deer hunter"
218,24936,Class A,2008-12-01 12:00:00+00:00,33.95002,-116.5333, Sighting off Indian Road behind isolated (at the time) Desert Hot Springs Condo complex,Sighting Indian Road behind isolated (at time) Desert Hot Springs Condo complex
219,24938,Class A,2008-10-27 12:00:00+00:00,36.70835,-118.375, Daylight sighting by backpacker near Pacific Crest Trail west of Independence observes two creatures during the afternoon on the PCT,Daylight sighting backpacker near Pacific Crest Trail west Independence observes two creatures afternoon PCT
220,25009,Class A,1962-08-14 12:00:00+00:00,37.475,-121.07," Youngsters encounter large, grey creature in a sugar beet field","Youngsters encounter large, grey creature sugar beet field"
221,25260,Class A,2007-09-08 12:00:00+00:00,38.83996,-123.0585, Nighttime sighting (in headlights) by law enforcement officer on patrol near Cloverdale,Nighttime sighting (in headlights) law enforcement officer patrol near Cloverdale
222,25266,Class A,2009-01-12 12:00:00+00:00,36.79165,-118.125, Two men recall a nighttime face to face encounter on lonely Hwy. 395,Two men recall nighttime face face encounter lonely Hwy. 395
223,25444,Class A,1982-04-15 12:00:00+00:00,34.73389,-119.9254, High school teacher recalls a nighttime sighting while camping in the Los Padres National Forest,High school teacher recalls nighttime sighting camping Los Padres National Forest
224,26116,Class A,2009-06-03 12:00:00+00:00,41.98645,-123.1749, Man has close encounter near Oregon border,Man close encounter near Oregon border
225,26258,Class A,2009-07-15 12:00:00+00:00,38.79998,-120.2083, Nightime sighting by a couple along a main highway between South Lake Tahoe and Placerville,Nightime sighting couple along main highway South Lake Tahoe Placerville
226,26850,Class A,1993-09-30 12:00:00+00:00,39.705,-121.18, Forestry Worker Observes a Sasquatch in Clear-Cut Near Feather River,Forestry Worker Observes Sasquatch Clear-Cut Near Feather River
227,27177,Class A,2010-01-22 12:00:00+00:00,34.76666,-118.5834, Man remembers sighting while driving on a lonely dark two-lane road near Gorman,Man remembers sighting driving lonely dark two-lane road near Gorman
228,27609,Class A,2010-04-22 12:00:00+00:00,41.65925,-123.4498, Daughter and Mother both observe a large dark creature in the Klamath River bottom,Daughter Mother observe large dark creature Klamath River bottom
229,27983,Class A,1974-08-01 12:00:00+00:00,35.665,-120.55," Motorists encounter unusual creature on Highway 46 near Paso Robles, CA","Motorists encounter unusual creature Highway 46 near Paso Robles, CA"
230,28432,Class A,2010-10-25 12:00:00+00:00,38.25,-121.0, Motorists have sighting along Highway 88 north of Clements,Motorists sighting along Highway 88 north Clements
231,32654,Class A,2011-12-03 12:00:00+00:00,41.845,-122.575," Family has sighting while driving along Hwy 96 near Yreka, CA","Family sighting driving along Hwy 96 near Yreka, CA"
232,39181,Class A,2012-09-23 12:00:00+00:00,38.51665,-119.6234, Deer hunter has sighting in Sierra Nevada Mtns south of Markleeville,Deer hunter sighting Sierra Nevada Mtns south Markleeville
233,46330,Class A,2014-08-20 12:00:00+00:00,34.28665,-117.3395, Daylight sighting by fisherman at Silverwood Lake near Hesperia,Daylight sighting fisherman Silverwood Lake near Hesperia
234,48429,Class A,2015-05-16 12:00:00+00:00,36.77763,-118.9604, Travelers have a nighttime sighting of two hairy bipeds on Hwy. 180 near Grant Grove,Travelers nighttime sighting two hairy bipeds Hwy. 180 near Grant Grove
235,211,Class A,1995-11-18 12:00:00+00:00,50.4023,-114.4419," Daylight sighting by a hunter east of Alberta Hwy 22, near Hwy 532","Daylight sighting hunter east Alberta Hwy 22, near Hwy 532"
236,9876,Class A,2003-11-15 12:00:00+00:00,50.0865,-114.2347, Sighting by hunters south of Longview,Sighting hunters south Longview
237,10775,Class A,1976-02-12 12:00:00+00:00,55.26332,-114.3957, Nighttime sighting by motorist at the Saulteaux River,Nighttime sighting motorist Saulteaux River
238,12001,Class A,2005-04-15 12:00:00+00:00,53.62819,-114.1397," Daylight sighting by motorist outside Edmonton, on Highway 16 near Stony Plain","Daylight sighting motorist outside Edmonton, Highway 16 near Stony Plain"
239,12647,Class A,1998-06-30 12:00:00+00:00,52.51666,-115.8742, Sighting by camper at Camp Alexo near Nordegg,Sighting camper Camp Alexo near Nordegg
240,17290,Class A,2008-01-23 12:00:00+00:00,56.12543,-117.1638,  Woman describes close encounter when she was 18 near Peace River,Woman describes close encounter 18 near Peace River
241,27043,Class A,1997-06-05 12:00:00+00:00,53.92005,-113.0987, Man recalls disturbing two sleeping creatures lying on a road near Redwater,Man recalls disturbing two sleeping creatures lying road near Redwater
242,43598,Class A,2011-06-17 12:00:00+00:00,49.01115,-114.0243, Early morning sighting through binoculars while bird watching in Waterton National Park,Early morning sighting binoculars bird watching Waterton National Park
243,2113,Class A,2001-03-30 12:00:00+00:00,50.84333,-116.0426, Daylight sighting by motorist on Hwy 93 about 20 miles east of Radium,Daylight sighting motorist Hwy 93 20 miles east Radium
244,3899,Class A,1999-09-14 12:00:00+00:00,49.3402,-121.3177," Camper witnesses animal on two legs climbing up gully east of Hope, south of Hwy 3, near Nicolum Creek","Camper witnesses animal two legs climbing gully east Hope, south Hwy 3, near Nicolum Creek"
245,4900,Class A,2002-08-17 12:00:00+00:00,53.08,-119.665, Eight-foot bipedal animal seen crossing road near Tete Jaune Cache,Eight-foot bipedal animal seen crossing road near Tete Jaune Cache
246,5172,Class A,1965-10-20 12:00:00+00:00,56.3321,-121.3324, Multi-witness road-crossing sighting outside Fort St.John,Multi-witness road-crossing sighting outside Fort St.John
