,number,classification,timestamp,latitude,longitude,report,key_words,month,year
2502,44740,Class B,1970-09-27 12:00:00+00:00,43.00499,-91.17154, Memory told of being chased off by frightening thumps and scream while hiking in Pikes Peak State Park,Memory told chased frightening thumps scream hiking Pikes Peak State Park,9,1970
1312,3050,Class A,1970-10-14 12:00:00+00:00,45.3725,-121.5835, Graceful creature ran by man when he was 15,Graceful creature ran man 15,10,1970
3697,50659,Class B,1970-10-15 12:00:00+00:00,48.40859,-119.0709, Young man has several possible day-time encounters near Moses Mountain in the '70s,Young man several possible day-time encounters near Moses Mountain '70s,10,1970
2940,48354,Class B,1970-10-31 12:00:00+00:00,43.11074,-71.35414, Woman recalls scary night while at a Girl Scout campground in Bear Brook State Park,Woman recalls scary night Girl Scout campground Bear Brook State Park,10,1970
911,28711,Class A,1970-11-01 12:00:00+00:00,47.52522,-93.25262, Memory told of seeing an upright figure walk into a shooting lane while hunting near Nashwauk,Memory told seeing upright figure walk shooting lane hunting near Nashwauk,11,1970
3028,4968,Class B,1970-11-01 12:00:00+00:00,41.10715,-81.1414, Tracks found along soybean field near Edinburgh,Tracks found along soybean field near Edinburgh,11,1970
3218,25764,Class B,1970-11-15 12:00:00+00:00,43.40867,-122.8887, Hunter recalls finding fresh tracks in snow outside of Glide,Hunter recalls finding fresh tracks snow outside Glide,11,1970
2711,8259,Class B,1970-11-15 12:00:00+00:00,46.1333,-68.8405, Hunters find scat and have large rock thrown at them,Hunters find scat large rock thrown,11,1970
3489,1895,Class B,1970-11-22 12:00:00+00:00,47.19944,-120.2758, Four hunters find large tracks in snow outside their camp,Four hunters find large tracks snow outside camp,11,1970
565,4011,Class A,1970-11-30 12:00:00+00:00,42.7525,-91.8043, Road crossing sighting in a farm area near Maynard; other incidents in vicinity,Road crossing sighting farm area near Maynard; incidents vicinity,11,1970
3557,11930,Class B,1971-03-01 12:00:00+00:00,47.0849,-122.5926, Soldier sees large figure while on patrol at Fort Lewis,Soldier sees large figure patrol Fort Lewis,3,1971
2095,13287,Class B,1971-04-15 12:00:00+00:00,37.4583,-120.0833, Possible BF-related incidents around a home near Guadalupe Pass,Possible BF-related incidents around home near Guadalupe Pass,4,1971
917,1120,Class A,1971-06-01 12:00:00+00:00,36.6,-91.2, Sasquatch encountered standing by porch,Sasquatch encountered standing porch,6,1971
1295,604,Class A,1971-06-25 12:00:00+00:00,45.4237,-122.3876, Nightime sighting by motorists near Boring,Nightime sighting motorists near Boring,6,1971
1141,4307,Class A,1971-06-30 12:00:00+00:00,40.6807,-80.57164, Late night sighting by children at a home in Calcutta,Late night sighting children home Calcutta,6,1971
345,15588,Class A,1971-06-30 12:00:00+00:00,39.7198,-106.1666, Daytime sighting of white creature near Dillon,Daytime sighting white creature near Dillon,6,1971
388,1021,Class A,1971-07-15 12:00:00+00:00,29.7351,-81.96195, Large Creature standing in road,Large Creature standing road,7,1971
302,513,Class A,1971-07-15 12:00:00+00:00,40.79166,-105.9583, Future doctor sees giant tracks high in Rawah wilderness,Future doctor sees giant tracks high Rawah wilderness,7,1971
857,19938,Class A,1971-07-15 12:00:00+00:00,46.5244,-88.16701, Teenager views runner covered in hair near Michigamme,Teenager views runner covered hair near Michigamme,7,1971
1164,4983,Class A,1971-08-01 12:00:00+00:00,39.38745,-81.67339, Sighting and vocalizations at a home in Wayne National Forest,Sighting vocalizations home Wayne National Forest,8,1971
2646,2385,Class B,1971-08-01 12:00:00+00:00,38.14415,-85.89175, Strange sounds heard over the course of that summer,Strange sounds heard course summer,8,1971
2002,1954,Class B,1971-08-06 12:00:00+00:00,38.29116,-119.7275, Brothers have strange experience above Strawberry,Brothers strange experience Strawberry,8,1971
1645,1645,Class A,1971-08-27 12:00:00+00:00,46.27583,-122.2083, Witness observed creature walking up a hill,Witness observed creature walking hill,8,1971
323,3606,Class A,1971-09-15 12:00:00+00:00,39.25,-106.3, Campers have daylight sighting near Leadville,Campers daylight sighting near Leadville,9,1971
2262,1228,Class B,1971-10-01 12:00:00+00:00,40.025,-105.4458," Youngster frightened by ""monster"" peeping in window","Youngster frightened ""monster"" peeping window",10,1971
1017,3439,Class A,1971-10-01 12:00:00+00:00,36.09945,-80.7704, Young boy startles creature under house porch,Young boy startles creature house porch,10,1971
3667,39858,Class B,1971-10-15 12:00:00+00:00,48.0835,-121.9683, Memory told of a possible nighttime sighting outside a home in Granite Falls,Memory told possible nighttime sighting outside home Granite Falls,10,1971
1057,10046,Class A,1971-10-16 12:00:00+00:00,40.8959,-74.2918," Small group observed in a remote part of Essex County Swamp, around noon","Small group observed remote part Essex County Swamp, around noon",10,1971
3120,2909,Class B,1971-10-25 12:00:00+00:00,34.72195,-94.96639, Deer kill stash discovered after bigfoot sighting,Deer kill stash discovered bigfoot sighting,10,1971
823,23227,Class A,1971-11-12 12:00:00+00:00,32.895,-93.45, Daylight sighting by squirrel hunter outside Sarepta,Daylight sighting squirrel hunter outside Sarepta,11,1971
966,36761,Class A,1971-11-17 12:00:00+00:00,37.39315,-91.3012, Memory told of a close encounter while deer hunting east of Salem,Memory told close encounter deer hunting east Salem,11,1971
1973,24052,Class B,1972-01-01 12:00:00+00:00,31.63,-110.177, Man recounts boyhood experience of hearing a terrifying scream while hunting near the San Pedro River,Man recounts boyhood experience hearing terrifying scream hunting near San Pedro River,1,1972
2715,3525,Class B,1972-02-25 12:00:00+00:00,46.52889,-85.49639, Snowmobiler finds large barefoot tracks in upper peninsula of Michigan,Snowmobiler finds large barefoot tracks upper peninsula Michigan,2,1972
2316,1719,Class B,1972-03-15 12:00:00+00:00,25.4817,-80.5158, Possible collision with vehicle outside Homestead,Possible collision vehicle outside Homestead,3,1972
2322,5519,Class B,1972-05-15 12:00:00+00:00,30.32305,-85.4427, Man recalls childhood encounter with sasquatch,Man recalls childhood encounter sasquatch,5,1972
1648,1652,Class A,1972-05-22 12:00:00+00:00,45.74639,-122.2375," Multiple witness incident on the western slope of Silver Star Mt., near Pyramid Rock","Multiple witness incident western slope Silver Star Mt., near Pyramid Rock",5,1972
1891,12302,Class A,1972-06-06 12:00:00+00:00,44.58333,-110.5," Yellowstone backcountry ranger describes sighting, other incidents","Yellowstone backcountry ranger describes sighting, incidents",6,1972
3225,41634,Class B,1972-07-01 12:00:00+00:00,45.44986,-117.7273, Memory told of observing bi-pedal creatures while driving on an unimproved dirt road in the Wallowa Mountains east of Cove,Memory told observing bi-pedal creatures driving unimproved dirt road Wallowa Mountains east Cove,7,1972
919,1136,Class A,1972-07-15 12:00:00+00:00,39.3735,-91.093, Creature seen stepping over four foot barbed wire fence near the town of Louisiana,Creature seen stepping four foot barbed wire fence near town Louisiana,7,1972
3299,1632,Class B,1972-07-15 12:00:00+00:00,30.33333,-96.55, Family camping at Lake Somerville is menaced by a loud screaming creature,Family camping Lake Somerville menaced loud screaming creature,7,1972
1548,31912,Class A,1972-07-15 12:00:00+00:00,32.24271,-95.12872, Childhood sighting recalled near Whitehouse,Childhood sighting recalled near Whitehouse,7,1972
478,37304,Class A,1972-07-29 12:00:00+00:00,28.62323,-81.12898, Best friends recall watching their dirt bike being canvassed by a hairy biped while camping at Lake Mills,Best friends recall watching dirt bike canvassed hairy biped camping Lake Mills,7,1972
1157,4959,Class A,1972-08-01 12:00:00+00:00,41.1174,-80.9835, Nightime sighting at a Lake Milton marina,Nightime sighting Lake Milton marina,8,1972
1086,5697,Class A,1972-08-15 12:00:00+00:00,39.679,-119.6665, Three boys encounter sasquatch in eroded terrain,Three boys encounter sasquatch eroded terrain,8,1972
3475,1612,Class B,1972-08-15 12:00:00+00:00,46.06333,-122.1967, Screams terrify campers near Mt. St. Helens,Screams terrify campers near Mt. St. Helens,8,1972
2703,10687,Class B,1972-08-15 12:00:00+00:00,39.01142,-76.53862, Child sees large figure looking at him in window at night,Child sees large figure looking window night,8,1972
2977,5770,Class B,1972-08-25 12:00:00+00:00,39.679,-119.6665, Four feral dogs chase sasquatch,Four feral dogs chase sasquatch,8,1972
1622,1226,Class A,1972-08-31 12:00:00+00:00,47.0033,-123.4822, Teens returning from baseball game were chased by bigfoot,Teens returning baseball game chased bigfoot,8,1972
2564,32196,Class B,1972-09-04 12:00:00+00:00,38.74784,-90.14547, Memory told of family encounters near Granite City,Memory told family encounters near Granite City,9,1972
180,8487,Class A,1972-09-15 12:00:00+00:00,37.5703,-118.972, Hiking boy has close encounter in High Sierra,Hiking boy close encounter High Sierra,9,1972
3799,3471,Class C,1972-09-15 12:00:00+00:00,38.4975,-88.9094, Beige upright creature seen at a distance of 1000 yards near Kell,Beige upright creature seen distance 1000 yards near Kell,9,1972
787,26605,Class A,1972-09-30 12:00:00+00:00,37.81144,-83.08006, Man recalls early morning sighting while squirrel hunting near Salyersville,Man recalls early morning sighting squirrel hunting near Salyersville,9,1972
758,2390,Class A,1972-10-01 12:00:00+00:00,36.89478,-87.02245, Bow hunter encounters large bipedal animal with a short neck and long arms,Bow hunter encounters large bipedal animal short neck long arms,10,1972
2508,15120,Class B,1972-10-01 12:00:00+00:00,47.0615,-116.322, Man describes daylight sighting by father (elk hunter) near Clarkia,Man describes daylight sighting father (elk hunter) near Clarkia,10,1972
820,7715,Class A,1972-10-14 12:00:00+00:00,30.2576,-92.6221, Duck hunters have early morning encounter,Duck hunters early morning encounter,10,1972
3003,27035,Class B,1972-10-28 12:00:00+00:00,43.1546,-75.73906, Man recounts childhood incident at his home on Oneida Lake,Man recounts childhood incident home Oneida Lake,10,1972
639,28423,Class A,1972-10-29 12:00:00+00:00,39.93521,-89.88871, Man recalls his face to face daylight encounter in Siloam Springs State Park,Man recalls face face daylight encounter Siloam Springs State Park,10,1972
63,1636,Class A,1972-11-05 12:00:00+00:00,36.19444,-92.38222, Teenager has sighting near Ozark National Forest,Teenager sighting near Ozark National Forest,11,1972
839,2830,Class A,1972-11-15 12:00:00+00:00,43.79834,-84.2114, BF shakes bush and screams at 2 hunters,BF shakes bush screams 2 hunters,11,1972
1025,10608,Class A,1972-11-18 12:00:00+00:00,35.6267,-81.5917, Deer hunter watches large upright walking animal on Butler Knob,Deer hunter watches large upright walking animal Butler Knob,11,1972
1583,18623,Class A,1972-11-18 12:00:00+00:00,37.54,-79.57, Memory told of an early morning encounter with hairy biped near Buchanan,Memory told early morning encounter hairy biped near Buchanan,11,1972
978,1338,Class A,1973-01-01 12:00:00+00:00,31.1603,-90.71574, Several incidents in the East Fork Community,Several incidents East Fork Community,1,1973
2829,5059,Class B,1973-04-04 12:00:00+00:00,39.445,-91.07, Family hears strange screams off Highway 54,Family hears strange screams Highway 54,4,1973
2140,26381,Class B,1973-04-15 12:00:00+00:00,40.8333,-122.6417, Man recalls adversarial encounter with an unknown creature near French Gulch,Man recalls adversarial encounter unknown creature near French Gulch,4,1973
1624,1383,Class A,1973-04-18 12:00:00+00:00,47.29944,-122.1806, Creature seen running along a road,Creature seen running along road,4,1973
869,23530,Class A,1973-05-01 12:00:00+00:00,44.7,-84.71, Man recalls childhood incident near Grayling,Man recalls childhood incident near Grayling,5,1973
636,26905,Class A,1973-05-13 12:00:00+00:00,41.16124,-87.58124, Fisherman has closeup encounter with a juvenile near Kankakee,Fisherman closeup encounter juvenile near Kankakee,5,1973
1670,1809,Class A,1973-05-19 12:00:00+00:00,47.4549,-122.2825, Two witnesses see a crouched figure on the beach. It stood up and walked into the nearby woods,Two witnesses see crouched figure beach. It stood walked nearby woods,5,1973
3800,3472,Class C,1973-06-06 12:00:00+00:00,38.809,-89.918, Series of three incidents describing a human sized creature near edge of Edwardsville,Series three incidents describing human sized creature near edge Edwardsville,6,1973
2591,42547,Class B,1973-06-08 12:00:00+00:00,38.09052,-90.06338, Woman recalls her possible encounter on a farm outside Prairie du Rocher,Woman recalls possible encounter farm outside Prairie du Rocher,6,1973
662,32162,Class A,1973-06-09 12:00:00+00:00,40.98073,-90.18332, Recollection of daylight sighting as youth near Victoria,Recollection daylight sighting youth near Victoria,6,1973
1585,23400,Class A,1973-06-13 12:00:00+00:00,38.741,-77.23238, Upright creature crosses road in the path of a car near Newington Forest,Upright creature crosses road path car near Newington Forest,6,1973
2869,50534,Class B,1973-07-01 12:00:00+00:00,38.16811,-92.79309, Memory told of rocks thrown as two friends attempt to climb steep hill at Lake of the Ozarks,Memory told rocks thrown two friends attempt climb steep hill Lake Ozarks,7,1973
2495,27978,Class B,1973-07-01 12:00:00+00:00,41.76292,-91.59415, Memory of a possible encounter as young girls riding horses at night near the Coralville Reservoir,Memory possible encounter young girls riding horses night near Coralville Reservoir,7,1973
